year,coc_number,coc_name,coc_category,pit_overall_homeless,pit_sheltered_es_homeless,pit_sheltered_th_homeless,pit_sheltered_sh_homeless,pit_sheltered_total_homeless,pit_unsheltered_homeless,pit_homeless_individuals,pit_sheltered_es_homeless_individuals,pit_sheltered_th_homeless_individuals,pit_sheltered_sh_homeless_individuals,pit_sheltered_total_homeless_individuals,pit_unsheltered_homeless_individuals,pit_homeless_people_in_families,pit_sheltered_es_homeless_people_in_families,pit_sheltered_th_homeless_people_in_families,pit_sheltered_total_homeless_people_in_families,pit_unsheltered_homeless_people_in_families,pit_homeless_family_households,pit_sheltered_es_homeless_family_households,pit_sheltered_th_homeless_family_households,pit_sheltered_total_homeless_family_households,pit_unsheltered_homeless_family_households,pit_chronically_homeless,pit_sheltered_es_chronically_homeless,pit_sheltered_sh_chronically_homeless,pit_sheltered_total_chronically_homeless,pit_unsheltered_chronically_homeless,pit_chronically_homeless_individuals,pit_sheltered_es_chronically_homeless_individuals,pit_sheltered_sh_chronically_homeless_individuals,pit_sheltered_total_chronically_homeless_individuals,pit_unsheltered_chronically_homeless_individuals,pit_chronically_homeless_people_in_families,pit_sheltered_es_chronically_homeless_people_in_families,pit_sheltered_total_chronically_homeless_people_in_families,pit_unsheltered_chronically_homeless_people_in_families,pit_homeless_veterans,pit_sheltered_es_homeless_veterans,pit_sheltered_th_homeless_veterans,pit_sheltered_sh_homeless_veterans,pit_sheltered_total_homeless_veterans,pit_unsheltered_homeless_veterans,pit_homeless_unaccompanied_youth_under_25,pit_sheltered_es_homeless_unaccompanied_youth_under_25,pit_sheltered_th_homeless_unaccompanied_youth_under_25,pit_sheltered_sh_homeless_unaccompanied_youth_under_25,pit_sheltered_total_homeless_unaccompanied_youth_under_25,pit_unsheltered_homeless_unaccompanied_youth_under_25,pit_homeless_unaccompanied_youth_under_18,pit_sheltered_es_homeless_unaccompanied_youth_under_18,pit_sheltered_th_homeless_unaccompanied_youth_under_18,pit_sheltered_sh_homeless_unaccompanied_youth_under_18,pit_sheltered_total_homeless_unaccompanied_youth_under_18,pit_unsheltered_homeless_unaccompanied_youth_under_18,pit_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_es_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_th_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_to_24,pit_sheltered_total_homeless_unaccompanied_youth_age_18_to_24,pit_unsheltered_homeless_unaccompanied_youth_age_18_to_24,pit_homeless_parenting_youth_under_25,pit_sheltered_es_homeless_parenting_youth_under_25,pit_sheltered_th_homeless_parenting_youth_under_25,pit_sheltered_total_homeless_parenting_youth_under_25,pit_unsheltered_homeless_parenting_youth_under_25,pit_homeless_parenting_youth_under_18,pit_sheltered_es_homeless_parenting_youth_under_18,pit_sheltered_th_homeless_parenting_youth_under_18,pit_sheltered_total_homeless_parenting_youth_under_18,pit_unsheltered_homeless_parenting_youth_under_18,pit_homeless_parenting_youth_age_18_to_24,pit_sheltered_es_homeless_parenting_youth_age_18_to_24,pit_sheltered_th_homeless_parenting_youth_age_18_to_24,pit_sheltered_total_homeless_parenting_youth_age_18_to_24,pit_unsheltered_homeless_parenting_youth_age_18_to_24,pit_homeless_children_of_parenting_youth,pit_sheltered_es_homeless_children_of_parenting_youth,pit_sheltered_th_homeless_children_of_parenting_youth,pit_sheltered_total_homeless_children_of_parenting_youth,pit_unsheltered_homeless_children_of_parenting_youth
2009,NJ-512,Salem County CoC,Suburban CoCs,148,121,25,0,146,2,85,77,6,0,83,2,63,44,19,63,0,22,15,7,22,0,,,0,,,20,18,0,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NJ-513,Somerset County CoC,Suburban CoCs,298,107,176,0,283,15,177,63,102,0,165,12,121,44,74,118,3,32,15,16,31,1,,,0,,,7,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NJ-514,Trenton/Mercer County CoC,Suburban CoCs,1062,676,344,0,1020,42,515,391,95,0,486,29,547,285,249,534,13,197,98,93,191,6,,,0,,,86,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NJ-515,Elizabeth/Union County CoC,Suburban CoCs,1116,437,640,0,1077,39,490,265,194,0,459,31,626,172,446,618,8,221,66,153,219,2,,,0,,,41,37,0,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NJ-516,"Warren, Sussex, Hunterdon Counties CoC",Suburban CoCs,514,172,329,0,501,13,181,96,78,0,174,7,333,76,251,327,6,118,30,87,117,1,,,0,,,20,18,0,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NM-500,Albuquerque CoC,Major Cities,2002,481,590,0,1071,931,1454,379,238,0,617,837,548,102,352,454,94,180,33,108,141,39,,,0,,,403,152,0,152,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NM-501,New Mexico Balance of State CoC,Rural CoCs,1473,504,533,0,1037,436,889,258,227,0,485,404,584,246,306,552,32,124,35,76,111,13,,,0,,,376,189,0,189,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NV-500,Las Vegas/Clark County CoC,Major Cities,9949,825,6179,0,7004,2945,8566,730,4904,0,5634,2932,1383,95,1275,1370,13,342,31,307,338,4,,,0,,,1090,117,0,117,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NV-501,"Reno, Sparks/Washoe County CoC",Other Urban CoCs,700,432,213,0,645,55,522,302,169,0,471,51,178,130,44,174,4,53,34,18,52,1,,,0,,,104,75,0,75,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NV-502,Nevada Balance of State CoC,Rural CoCs,440,54,89,0,143,297,306,14,24,0,38,268,134,40,65,105,29,43,13,21,34,9,,,0,,,103,4,0,4,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",Suburban CoCs,663,496,167,0,663,0,340,265,75,0,340,0,323,231,92,323,0,104,70,34,104,0,,,0,,,86,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Rural CoCs,184,32,146,0,178,6,145,14,128,0,142,3,39,18,18,36,3,14,6,7,13,1,,,0,,,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-503,Albany City & County CoC,Suburban CoCs,639,489,115,0,604,35,429,309,85,0,394,35,210,180,30,210,0,68,57,11,68,0,,,0,,,66,38,0,38,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-504,Cattaragus County CoC,Rural CoCs,74,23,34,0,57,17,47,13,17,0,30,17,27,10,17,27,0,10,4,6,10,0,,,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Suburban CoCs,874,445,397,0,842,32,700,329,343,0,672,28,174,116,54,170,4,56,34,20,54,2,,,0,,,90,76,0,76,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-506,"Fulton, Montgomery, Schoharie Counties CoC",,24,20,0,0,20,4,15,11,0,0,11,4,9,9,0,9,0,3,3,0,3,0,,,0,,,5,2,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-507,Schenectady City & County CoC,Suburban CoCs,258,182,14,0,196,62,178,122,0,0,122,56,80,60,14,74,6,31,24,4,28,3,,,0,,,32,13,0,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Suburban CoCs,1069,480,460,0,940,129,801,359,316,0,675,126,268,121,144,265,3,99,39,59,98,1,,,0,,,296,172,0,172,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-510,Ithaca/Tompkins County CoC,Rural CoCs,75,33,32,0,65,10,45,25,10,0,35,10,30,8,22,30,0,9,3,6,9,0,,,0,,,19,9,0,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Count",Rural CoCs,213,92,110,0,202,11,195,84,100,0,184,11,18,8,10,18,0,7,2,5,7,0,,,0,,,64,60,0,60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-512,Troy/Rensselaer County CoC,Suburban CoCs,298,232,28,0,260,38,75,33,4,0,37,38,223,199,24,223,0,82,72,10,82,0,,,0,,,27,13,0,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Rural CoCs,81,70,11,0,81,0,43,32,11,0,43,0,38,38,0,38,0,15,15,0,15,0,,,0,,,5,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",Rural CoCs,128,34,89,0,123,5,85,19,61,0,80,5,43,15,28,43,0,21,7,14,21,0,,,0,,,16,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-516,Clinton County CoC,Rural CoCs,136,107,17,0,124,12,107,78,17,0,95,12,29,29,0,29,0,13,13,0,13,0,,,0,,,11,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-518,"Utica, Rome/Oneida, Madison Counties CoC",Rural CoCs,343,100,226,0,326,17,251,66,168,0,234,17,92,34,58,92,0,32,9,23,32,0,,,0,,,19,14,0,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-519,"Columbia, Greene Counties CoC",Rural CoCs,267,206,54,0,260,7,145,84,54,0,138,7,122,122,0,122,0,38,38,0,38,0,,,0,,,8,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-520,"Franklin, Essex Counties CoC",Rural CoCs,14,5,0,0,5,9,8,5,0,0,5,3,6,0,0,0,6,3,0,0,0,3,,,0,,,4,1,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",Rural CoCs,276,126,149,0,275,1,244,96,147,0,243,1,32,30,2,32,0,11,10,1,11,0,,,0,,,14,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties Co",Suburban CoCs,195,122,42,0,164,31,145,82,35,0,117,28,50,40,7,47,3,19,16,2,18,1,,,0,,,34,11,0,11,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-600,New York City CoC,Major Cities,49343,39727,7288,0,47015,2328,18188,10476,5384,0,15860,2328,31155,29251,1904,31155,0,9633,8957,676,9633,0,,,0,,,3103,1543,0,1543,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-601,Poughkeepsie/Dutchess County CoC,Suburban CoCs,474,226,178,0,404,70,284,113,101,0,214,70,190,113,77,190,0,73,39,34,73,0,,,0,,,47,36,0,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-602,"Newburgh, Middletown/Orange County CoC",Suburban CoCs,450,301,44,0,345,105,274,169,0,0,169,105,176,132,44,176,0,61,46,15,61,0,,,0,,,73,29,0,29,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-603,"Nassau, Suffolk Counties CoC",Suburban CoCs,2639,1738,592,0,2330,309,817,343,179,0,522,295,1822,1395,413,1808,14,542,390,145,535,7,,,0,,,54,40,0,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",Suburban CoCs,1531,1060,305,0,1365,166,555,321,68,0,389,166,976,739,237,976,0,331,263,68,331,0,,,0,,,121,52,0,52,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-606,Rockland County CoC,Suburban CoCs,139,43,34,0,77,62,102,20,20,0,40,62,37,23,14,37,0,13,9,4,13,0,,,0,,,25,2,0,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-607,Sullivan County CoC,Rural CoCs,369,366,0,0,366,3,124,121,0,0,121,3,245,245,0,245,0,76,76,0,76,0,,,0,,,14,12,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,NY-608,Kingston/Ulster County CoC,Rural CoCs,311,139,28,0,167,144,215,65,28,0,93,122,96,74,0,74,22,38,31,0,31,7,,,0,,,45,7,0,7,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OH-500,Cincinnati/Hamilton County CoC,Suburban CoCs,1140,686,411,0,1097,43,781,517,221,0,738,43,359,169,190,359,0,114,55,59,114,0,,,0,,,268,262,0,262,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OH-501,Toledo/Lucas County CoC,Other Urban CoCs,945,409,318,0,727,218,597,290,160,0,450,147,348,119,158,277,71,120,47,55,102,18,,,0,,,312,247,0,247,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OH-502,Cleveland/Cuyahoga County CoC,Suburban CoCs,2236,1218,887,0,2105,131,1743,966,651,0,1617,126,493,252,236,488,5,162,81,80,161,1,,,0,,,584,545,0,545,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OH-503,Columbus/Franklin County CoC,Major Cities,1359,1120,131,0,1251,108,972,762,108,0,870,102,387,358,23,381,6,119,109,9,118,1,,,0,,,271,174,0,174,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OH-504,Youngstown/Mahoning County CoC,Other Urban CoCs,183,67,110,0,177,6,83,52,25,0,77,6,100,15,85,100,0,31,4,27,31,0,,,0,,,7,6,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OH-505,"Dayton, Kettering/Montgomery County CoC",Suburban CoCs,837,572,251,0,823,14,502,353,135,0,488,14,335,219,116,335,0,112,69,43,112,0,,,0,,,52,44,0,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OH-506,"Akron, Barberton/Summit County CoC",Suburban CoCs,820,327,331,0,658,162,549,233,174,0,407,142,271,94,157,251,20,93,29,54,83,10,,,0,,,217,119,0,119,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OH-507,Ohio Balance of State CoC,Rural CoCs,4770,1650,2108,0,3758,1012,2324,943,686,0,1629,695,2446,707,1422,2129,317,844,248,501,749,95,,,0,,,537,405,0,405,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OH-508,"Canton, Massillon, Alliance/Stark County CoC",Suburban CoCs,410,173,160,0,333,77,223,119,35,0,154,69,187,54,125,179,8,53,18,32,50,3,,,0,,,55,36,0,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OK-500,North Central Oklahoma CoC,Rural CoCs,316,116,56,0,172,144,156,42,19,0,61,95,160,74,37,111,49,61,30,15,45,16,,,0,,,36,23,0,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OK-501,Tulsa City & County CoC,Major Cities,826,560,237,0,797,29,646,451,166,0,617,29,180,109,71,180,0,59,35,24,59,0,,,0,,,83,78,0,78,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OK-502,Oklahoma City CoC,Major Cities,1475,803,300,0,1103,372,1208,652,190,0,842,366,267,151,110,261,6,95,46,47,93,2,,,0,,,384,322,0,322,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OK-503,Oklahoma Balance of State CoC,Rural CoCs,340,229,60,0,289,51,207,145,30,0,175,32,133,84,30,114,19,56,37,15,52,4,,,0,,,7,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OK-504,Norman/Cleveland County CoC,Suburban CoCs,585,132,157,0,289,296,370,94,80,0,174,196,215,38,77,115,100,69,13,26,39,30,,,0,,,51,23,0,23,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OK-505,Northeast Oklahoma CoC,Rural CoCs,635,181,83,0,264,371,328,90,26,0,116,212,307,91,57,148,159,103,30,20,50,53,,,0,,,72,71,0,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OK-506,Southwest Oklahoma Regional CoC,Rural CoCs,272,210,42,0,252,20,156,139,0,0,139,17,116,71,42,113,3,30,19,10,29,1,,,0,,,13,7,0,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OK-507,Southeastern Oklahoma Regional CoC,Rural CoCs,389,85,56,0,141,248,156,31,30,0,61,95,233,54,26,80,153,72,16,9,25,47,,,0,,,8,7,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OR-500,"Eugene, Springfield/Lane County CoC",Other Urban CoCs,2232,681,318,0,999,1233,1506,421,96,0,517,989,726,260,222,482,244,237,79,78,157,80,,,0,,,498,273,0,273,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OR-501,"Portland, Gresham/Multnomah County CoC",Major Cities,4085,820,1674,0,2494,1591,2945,650,782,0,1432,1513,1140,170,892,1062,78,391,54,302,356,35,,,0,,,785,231,0,231,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OR-502,"Medford, Ashland/Jackson County CoC",Suburban CoCs,899,85,769,0,854,45,756,71,646,0,717,39,143,14,123,137,6,57,6,49,55,2,,,0,,,41,27,0,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OR-503,Central Oregon CoC,Rural CoCs,742,87,223,0,310,432,390,56,84,0,140,250,352,31,139,170,182,106,12,42,54,52,,,0,,,203,22,0,22,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OR-505,Oregon Balance of State CoC,Rural CoCs,6777,924,1522,0,2446,4331,3109,629,493,0,1122,1987,3668,295,1029,1324,2344,1197,106,326,432,765,,,0,,,937,366,0,366,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OR-506,"Hillsboro, Beaverton/Washington County CoC",Suburban CoCs,748,86,126,0,212,536,373,7,39,0,46,327,375,79,87,166,209,117,22,30,52,65,,,0,,,182,0,0,0,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,OR-507,Clackamas County CoC,Suburban CoCs,1826,32,95,0,127,1699,1364,4,14,0,18,1346,462,28,81,109,353,128,9,23,32,96,,,0,,,196,0,0,0,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-500,Philadelphia CoC,Major Cities,6304,3659,2139,0,5798,506,3054,2155,393,0,2548,506,3250,1504,1746,3250,0,1020,477,543,1020,0,,,0,,,596,186,0,186,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-501,Harrisburg/Dauphin County CoC,Suburban CoCs,421,209,156,0,365,56,241,125,60,0,185,56,180,84,96,180,0,64,30,34,64,0,,,0,,,154,115,0,115,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Suburban CoCs,778,374,353,0,727,51,272,158,63,0,221,51,506,216,290,506,0,134,57,77,134,0,,,0,,,92,55,0,55,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Suburban CoCs,202,101,98,0,199,3,131,88,40,0,128,3,71,13,58,71,0,25,4,21,25,0,,,0,,,23,22,0,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Suburban CoCs,469,219,212,0,431,38,181,116,32,0,148,33,288,103,180,283,5,108,35,71,106,2,,,0,,,67,50,0,50,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-505,Chester County CoC,Suburban CoCs,351,147,187,0,334,17,180,114,49,0,163,17,171,33,138,171,0,54,12,42,54,0,,,0,,,61,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-506,Reading/Berks County CoC,Suburban CoCs,385,169,209,0,378,7,223,121,95,0,216,7,162,48,114,162,0,57,16,41,57,0,,,0,,,48,45,0,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-508,Scranton/Lackawanna County CoC,Suburban CoCs,280,77,151,0,228,52,118,52,38,0,90,28,162,25,113,138,24,58,10,37,47,11,,,0,,,33,23,0,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-509,Eastern Pennsylvania CoC,Rural CoCs,1908,709,1062,0,1771,137,791,390,272,0,662,129,1117,319,790,1109,8,368,106,260,366,2,,,0,,,145,83,0,83,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-510,Lancaster City & County CoC,Suburban CoCs,666,217,432,0,649,17,380,148,218,0,366,14,286,69,214,283,3,104,25,78,103,1,,,0,,,45,44,0,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-511,"Bristol, Bensalem/Bucks County CoC",Suburban CoCs,474,113,327,0,440,34,170,32,112,0,144,26,304,81,215,296,8,86,25,60,85,1,,,0,,,22,17,0,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Suburban CoCs,1418,303,833,0,1136,282,907,203,422,0,625,282,511,100,411,511,0,181,31,150,181,0,,,0,,,329,173,0,173,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-601,Western Pennsylvania CoC,Rural CoCs,831,384,427,0,811,20,427,235,172,0,407,20,404,149,255,404,0,139,52,87,139,0,,,0,,,88,76,0,76,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-603,Beaver County CoC,Suburban CoCs,220,51,151,0,202,18,133,17,104,0,121,12,87,34,47,81,6,26,10,14,24,2,,,0,,,14,5,0,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PA-605,Erie City & County CoC,Suburban CoCs,389,222,128,0,350,39,176,113,54,0,167,9,213,109,74,183,30,73,31,30,61,12,,,0,,,81,72,0,72,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PR-502,Puerto Rico Balance of Commonwealth CoC,Suburban CoCs,1775,310,558,0,868,907,1597,286,512,0,798,799,178,24,46,70,108,61,6,19,25,36,,,0,,,1045,511,0,511,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,PR-503,South-Southeast Puerto Rico CoC,Suburban CoCs,2295,241,216,0,457,1838,2133,157,178,0,335,1798,162,84,38,122,40,48,20,13,33,15,,,0,,,1150,150,0,150,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,RI-500,Rhode Island Statewide CoC,Suburban CoCs,1607,819,737,0,1556,51,1139,616,472,0,1088,51,468,203,265,468,0,202,99,103,202,0,,,0,,,220,190,0,190,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SC-500,Charleston/Low Country CoC,Suburban CoCs,416,173,174,0,347,69,337,142,126,0,268,69,79,31,48,79,0,27,9,18,27,0,,,0,,,55,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Suburban CoCs,1164,537,471,0,1008,156,753,392,208,0,600,153,411,145,263,408,3,131,46,84,130,1,,,0,,,210,140,0,140,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SC-502,Columbia/Midlands CoC,Suburban CoCs,1368,505,424,0,929,439,993,379,233,0,612,381,375,126,191,317,58,131,43,68,111,20,,,0,,,180,102,0,102,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SC-503,"Myrtle Beach, Sumter City & County CoC",Rural CoCs,1525,362,390,0,752,773,1111,205,260,0,465,646,414,157,130,287,127,185,85,50,135,50,,,0,,,229,95,0,95,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,SD-500,South Dakota Statewide CoC,Rural CoCs,731,371,296,0,667,64,445,218,163,0,381,64,286,153,133,286,0,87,42,45,87,0,,,0,,,109,45,0,45,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,TN-500,Chattanooga/Southeast Tennessee CoC,Rural CoCs,513,184,122,0,306,207,363,139,63,0,202,161,150,45,59,104,46,47,15,18,33,14,,,0,,,162,37,0,37,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
