year,state,coc_name,coc_number,spm0_coc_award_amount,ahar_part_1_coc_category,spm0_total_non_dv_beds_on_hic_es_th,spm0_total_non_dv_hmis_beds_on_hic_es_th,spm1_es_sh_avg_days,spm1_es_sh_median_days,spm1_es_sh_th_avg_days,spm1_es_sh_th_median_days,spm2_total_persons_exited_so_es_th_sh_ph,spm2_total_persons_returns_in_6_mths,spm2_total_persons_returns_in_12_mths_should_include_the_6_month_cohort,spm2_total_persons_returns_in_24_mths_should_include_both_the_6_and_12_month_cohort,spm3_total_hmis_count,spm4s_total_stayers_persons,spm4s_total_stayers_increased_earned_income,spm4s_total_stayers_increased_non_employment_cash_income,spm4s_total_stayers_increased_total_income,spm4l_total_leavers_persons,spm4l_total_leavers_increased_earned_income,spm4l_total_leavers_increased_non_employment_cash_income,spm4l_total_leavers_increased_total_income,spm5_es_sh_th_1st_time_homeless,spm5_es_sh_th_ph_1st_time_homeless,spm7_total_persons_exiting_street_outreach_so,spm7_total_persons_exited_so_to_temporary_destinations,spm7_total_persons_exited_so_to_permanent_destinations,spm7_total_persons_exiting_es_th_sh_ph_rrh,spm7_total_persons_exiting_es_th_sh_ph_rrh_to_permanent_housing,spm7_total_persons_exiting_ph_or_remaining_in_ph_at_end_of_reporting_period_measure_excludes_ph_rrh,spm7_total_persons_exited_ph_to_permanent_destinations_or_remained_in_ph_for_6_mos_measure_excludes_ph_rrh
2017,VI,Virgin Islands CoC,VI-500,108794,Balance of State and Statewide CoCs,100,87,172,75,220,104,43,4,6,9,184,10,0,0,0,61,0,7,7,100,114,0,0,0,131,57,77,70
2017,VT,Vermont Balance of State CoC,VT-500,3364072,Balance of State and Statewide CoCs,557,449,83,53,208,64,959,58,101,137,1851,204,16,65,76,89,7,25,30,1266,2186,276,65,121,2469,1494,276,262
2017,VT,Burlington/Chittenden County CoC,VT-501,1140058,"Smaller Cities, Counties, and Regional CoCs",252,23,89,59,96,62,170,9,18,35,546,34,2,9,11,38,1,8,8,389,609,54,5,18,676,328,121,108
2017,WA,Seattle/King County CoC,WA-500,34134466,Major Cities,5771,4474,86,35,146,55,4891,285,443,667,17167,1695,46,401,432,1121,159,212,352,9341,11897,951,154,145,12294,4165,6714,6387
2017,WA,Washington Balance of State CoC,WA-501,6904013,Balance of State and Statewide CoCs,4105,2971,53,26,106,36,6949,348,539,783,11818,491,28,161,178,466,109,103,202,8117,12969,1543,289,188,13899,6549,2179,1989
2017,WA,Spokane City & County CoC,WA-502,3675649,"Smaller Cities, Counties, and Regional CoCs",1013,598,39,18,68,31,2213,103,195,323,3155,104,2,39,41,686,83,76,148,2316,4332,305,44,127,4699,2478,690,646
2017,WA,"Tacoma, Lakewood/Pierce County CoC",WA-503,3221135,"Smaller Cities, Counties, and Regional CoCs",824,814,83,40,113,48,2228,124,204,301,4058,298,13,113,122,241,38,40,75,2540,3704,653,36,29,4447,1772,1258,1160
2017,WA,Everett/Snohomish County CoC,WA-504,7823734,"Smaller Cities, Counties, and Regional CoCs",513,489,103,49,116,55,1730,78,103,146,2069,444,30,158,176,124,24,33,57,1308,2069,289,77,88,1790,753,1826,1655
2017,WA,Vancouver/Clark County CoC,WA-508,1931121,"Smaller Cities, Counties, and Regional CoCs",426,418,51,23,115,47,767,79,123,157,1655,29,0,7,7,20,1,3,4,1066,1586,165,43,40,1866,834,409,377
2017,WI,Wisconsin Balance of State CoC,WI-500,8739231,Balance of State and Statewide CoCs,2486,2143,48,28,87,36,6051,669,999,1420,11285,272,33,41,64,471,136,66,190,7282,8210,659,55,360,10232,5192,797,755
2017,WI,Milwaukee City & County CoC,WI-501,10281986,Major Cities,1022,1007,48,21,60,24,2012,328,455,600,5361,804,33,339,350,508,63,123,166,3415,3660,1286,87,218,2946,1554,1774,1711
2017,WI,Racine City & County CoC,WI-502,828832,"Smaller Cities, Counties, and Regional CoCs",196,196,58,29,75,37,368,27,39,57,832,42,0,20,20,20,2,4,6,604,640,128,55,20,674,318,86,84
2017,WI,Madison/Dane County CoC,WI-503,3129707,"Smaller Cities, Counties, and Regional CoCs",493,443,39,18,65,22,945,112,147,209,2938,199,6,65,65,91,15,21,34,1797,1973,433,108,180,2129,685,1155,1070
2017,WV,"Wheeling, Weirton Area CoC",WV-500,403829,"Smaller Cities, Counties, and Regional CoCs",75,59,62,31,79,34,268,58,80,98,318,11,0,5,5,28,6,4,10,228,264,51,10,21,296,133,27,25
2017,WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,2366017,"Smaller Cities, Counties, and Regional CoCs",241,228,41,23,53,25,845,97,134,173,1353,129,7,33,39,172,16,20,34,966,1032,271,56,79,1231,468,556,540
2017,WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,1135690,"Smaller Cities, Counties, and Regional CoCs",330,176,65,35,74,42,814,144,200,252,938,86,4,27,28,48,14,12,24,654,658,30,1,22,801,603,132,126
2017,WV,West Virginia Balance of State CoC,WV-508,4210305,Balance of State and Statewide CoCs,688,590,49,24,61,28,1845,210,308,424,2754,128,13,15,25,194,29,21,49,1890,2505,361,121,128,2925,1324,308,271
2017,WY,Wyoming Statewide CoC,WY-500,264399,Balance of State and Statewide CoCs,637,503,46,28,69,30,585,112,169,219,2695,11,0,1,1,69,7,4,11,1894,2218,165,24,95,2634,925,61,58
2016,AK,Anchorage CoC,AK-500,2936677,"Smaller Cities, Counties, and Regional CoCs",933,827,34,12,68,22,871,172,213,261,3609,75,3,13,15,108,12,39,47,2061,2235,83,20,5,3058,718,502,403
2016,AK,Alaska Balance of State CoC,AK-501,760458,Balance of State and Statewide CoCs,535,422,47,14,76,22,168,3,7,13,1989,75,3,12,13,40,2,10,12,1339,1528,72,0,3,1737,512,194,173
2016,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",AL-500,8909627,"Smaller Cities, Counties, and Regional CoCs",1029,885,45,14,74,18,604,108,138,173,4436,590,48,113,146,270,41,44,78,2755,3121,569,314,26,4361,1031,1388,1258
2016,AL,Mobile City & County/Baldwin County CoC,AL-501,3851277,"Smaller Cities, Counties, and Regional CoCs",391,355,31,10,51,12,560,52,78,125,2487,143,4,34,37,164,35,29,62,1740,1915,106,19,22,2337,524,211,200
2016,AL,Florence/Northwest Alabama CoC,AL-502,469366,"Smaller Cities, Counties, and Regional CoCs",157,0,0,0,0,0,0,0,0,0,0,33,2,0,2,95,1,0,1,0,14,0,0,0,57,56,1,1
2016,AL,Huntsville/North Alabama CoC,AL-503,703494,"Smaller Cities, Counties, and Regional CoCs",411,151,150,30,161,34,167,15,22,25,267,46,0,2,2,40,4,10,14,208,398,20,7,7,411,321,152,121
2016,AL,Montgomery City & County CoC,AL-504,2105613,"Smaller Cities, Counties, and Regional CoCs",358,343,78,39,104,49,302,21,28,41,1201,53,0,0,0,21,2,7,9,829,1065,54,37,15,1031,343,466,313
2016,AL,Gadsden/Northeast Alabama CoC,AL-505,0,"Smaller Cities, Counties, and Regional CoCs",145,132,114,9,129,10,81,5,11,15,558,0,0,0,0,0,0,0,0,399,404,0,0,0,455,66,13,12
2016,AL,Tuscaloosa City & County CoC,AL-506,216199,"Smaller Cities, Counties, and Regional CoCs",50,18,38,26,65,31,114,8,13,18,370,0,0,0,0,18,1,4,5,343,534,0,0,0,454,244,163,148
2016,AL,Alabama Balance of State CoC,AL-507,916817,Balance of State and Statewide CoCs,411,47,0,0,280,222,263,6,6,8,57,26,0,0,0,16,0,2,2,30,275,113,51,62,170,138,165,157
2016,AR,Little Rock/Central Arkansas CoC,AR-500,3213437,"Smaller Cities, Counties, and Regional CoCs",566,380,50,23,73,31,771,66,103,139,1544,285,4,14,16,135,58,21,77,1151,1274,0,0,0,1420,702,602,576
2016,AR,Fayetteville/Northwest Arkansas CoC,AR-501,382645,"Smaller Cities, Counties, and Regional CoCs",388,222,29,8,58,11,328,32,50,60,955,5,0,0,0,25,8,2,10,773,830,0,0,0,1135,201,12,10
2016,AR,Arkansas  Balance of State  CoC,AR-503,426096,Balance of State and Statewide CoCs,450,295,60,17,64,18,343,29,37,49,1601,5,0,0,0,61,21,0,21,822,885,0,0,0,1052,371,37,32
2016,AR,Southeast Arkansas CoC,AR-505,271580,"Smaller Cities, Counties, and Regional CoCs",115,0,46,11,46,11,64,8,10,12,245,0,0,0,0,0,0,0,0,174,174,0,0,0,221,48,5,5
2016,AR,Fort Smith CoC,AR-508,0,"Smaller Cities, Counties, and Regional CoCs",138,0,23,6,38,6,60,7,12,17,589,0,0,0,0,0,0,0,0,454,454,0,0,0,538,35,0,0
2016,AR," Boone, Baxter, Marion, Newton Counties CoC",AR-512,0,"Smaller Cities, Counties, and Regional CoCs",12,0,81,81,81,81,57,0,0,0,285,124,0,0,0,161,0,0,0,285,285,0,0,0,161,24,0,0
2016,AZ,Arizona Balance of State CoC,AZ-500,3999989,Balance of State and Statewide CoCs,735,563,55,17,79,22,1186,118,159,219,3611,331,20,45,63,292,74,47,119,2344,3442,485,85,71,4194,1710,1051,978
2016,AZ,Tucson/Pima County CoC,AZ-501,8414896,Major Cities,1755,1717,47,19,103,41,2805,307,467,651,5976,473,20,75,95,727,148,91,228,3687,4119,1033,98,92,5376,2174,1184,1129
2016,AZ,"Phoenix, Mesa/Maricopa County CoC",AZ-502,25418465,Major Cities,3423,3123,57,34,101,50,5287,541,842,1258,15271,2414,84,467,531,1266,274,258,495,9056,10099,6080,1144,373,12887,4154,5953,5635
2016,CA,San Jose/Santa Clara City & County CoC,CA-500,20015353,Major Cities,1811,1757,56,34,139,65,1472,155,224,299,5235,441,15,39,48,386,114,54,143,2810,3572,27,1,9,3739,1627,1583,1530
2016,CA,San Francisco CoC,CA-501,31804009,Major Cities,2517,1996,378,260,384,311,5070,181,529,1104,7621,5923,370,3228,3493,445,71,187,249,4270,4852,0,0,0,6514,391,7864,7591
2016,CA,"Oakland, Berkeley/Alameda County CoC",CA-502,33998867,Major Cities,1551,1323,96,60,186,114,2412,204,287,433,3547,1297,50,214,242,709,123,165,270,1805,2688,1636,582,114,3038,1418,2494,2404
2016,CA,Sacramento City & County CoC,CA-503,19511838,Major Cities,1345,1150,75,44,125,68,2336,225,323,476,4220,1085,65,438,482,595,217,150,343,2539,3941,1018,27,288,4285,2399,2563,2462
2016,CA,"Santa Rosa, Petaluma/Sonoma County CoC",CA-504,3076336,"Smaller Cities, Counties, and Regional CoCs",941,813,86,61,121,78,793,91,147,212,2767,229,14,23,34,67,17,26,41,2129,2374,0,0,0,2250,873,707,647
2016,CA,Richmond/Contra Costa County CoC,CA-505,13076992,"Smaller Cities, Counties, and Regional CoCs",541,491,112,78,154,103,859,74,113,139,1720,494,13,57,68,326,55,58,101,1001,1837,602,264,2,2092,1215,949,910
2016,CA,"Salinas/Monterey, San Benito Counties CoC",CA-506,1967620,"Smaller Cities, Counties, and Regional CoCs",778,555,65,52,199,119,628,18,32,84,1501,106,19,13,25,125,46,14,56,883,1045,352,75,26,1234,615,111,103
2016,CA,Marin County CoC,CA-507,3328338,"Smaller Cities, Counties, and Regional CoCs",321,303,94,74,447,169,418,40,70,89,924,80,14,40,40,26,1,8,9,175,491,0,0,0,734,341,458,436
2016,CA,Watsonville/Santa Cruz City & County CoC,CA-508,1953274,"Smaller Cities, Counties, and Regional CoCs",557,503,105,54,188,89,333,19,29,49,1329,93,0,8,8,91,23,37,50,677,969,104,18,7,1237,489,140,129
2016,CA,Mendocino County CoC,CA-509,1701242,"Smaller Cities, Counties, and Regional CoCs",115,16,49,17,112,42,131,9,16,25,332,150,6,37,37,65,4,7,11,313,328,0,0,0,373,47,369,325
2016,CA,"Turlock, Modesto/Stanislaus County CoC",CA-510,3110273,"Smaller Cities, Counties, and Regional CoCs",626,477,49,16,69,21,386,16,26,38,4100,209,15,70,79,125,33,23,54,3018,3155,3,2,1,3763,788,393,382
2016,CA,Stockton/San Joaquin County CoC,CA-511,4290724,"Smaller Cities, Counties, and Regional CoCs",1436,1312,62,23,129,41,439,42,67,109,4277,292,8,76,82,250,97,67,143,2500,2736,507,39,14,3794,1101,697,681
2016,CA,Daly/San Mateo County CoC,CA-512,8583356,"Smaller Cities, Counties, and Regional CoCs",570,560,41,27,95,68,1340,120,159,213,2341,197,3,14,17,630,80,43,109,1289,1565,98,9,45,2004,1073,585,573
2016,CA,"Visalia/Kings, Tulare Counties CoC",CA-513,2087201,"Smaller Cities, Counties, and Regional CoCs",357,323,37,21,111,38,398,32,48,85,857,51,1,6,7,38,15,10,22,909,1083,310,51,47,1271,477,129,115
2016,CA,Fresno City & County/Madera County CoC,CA-514,9006586,Major Cities,485,251,49,15,100,38,880,40,62,85,1004,261,9,104,111,401,17,58,74,725,1126,123,26,44,1144,775,701,635
2016,CA,"Roseville, Rocklin/Placer, Nevada Counties CoC",CA-515,1269692,"Smaller Cities, Counties, and Regional CoCs",446,353,96,46,106,51,442,63,97,114,1247,98,1,2,2,20,1,10,9,764,943,23,8,5,896,230,185,173
2016,CA,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,346705,"Smaller Cities, Counties, and Regional CoCs",453,78,0,0,1009,1276,2,0,0,0,65,72,0,2,2,14,1,8,8,10,18,54,2,20,0,0,45,37
2016,CA,Napa City & County CoC,CA-517,715483,"Smaller Cities, Counties, and Regional CoCs",144,120,86,77,129,100,63,11,17,20,507,20,1,4,4,22,4,3,7,287,337,206,18,162,341,161,46,44
2016,CA,Vallejo/Solano County CoC,CA-518,1288063,"Smaller Cities, Counties, and Regional CoCs",393,339,74,33,120,49,371,42,55,68,1143,47,3,8,10,68,8,6,12,783,1072,0,0,0,1029,345,175,149
2016,CA,"Chico, Paradise/Butte County CoC",CA-519,528301,"Smaller Cities, Counties, and Regional CoCs",300,277,63,26,95,37,38,0,1,1,1119,53,1,2,3,103,10,17,24,790,846,0,0,0,837,246,370,345
2016,CA,Merced City & County CoC,CA-520,738049,"Smaller Cities, Counties, and Regional CoCs",213,141,47,19,54,20,13,0,1,2,775,23,0,2,2,12,1,2,3,508,511,0,0,0,785,84,46,40
2016,CA,"Davis, Woodland/Yolo County CoC",CA-521,487860,"Smaller Cities, Counties, and Regional CoCs",320,203,60,43,102,77,324,17,34,50,519,8,1,0,1,28,6,2,8,307,392,5,1,3,460,259,61,58
2016,CA,Humboldt County CoC,CA-522,822933,"Smaller Cities, Counties, and Regional CoCs",243,243,71,47,125,71,245,13,26,36,679,55,0,12,12,55,1,10,11,466,506,74,34,27,499,205,69,62
2016,CA,"Colusa, Glenn, Trinity Counties CoC",CA-523,0,"Smaller Cities, Counties, and Regional CoCs",47,0,876,1424,876,1424,34,0,0,0,12,0,0,0,0,0,0,0,0,2,173,0,0,0,65,50,0,0
2016,CA,Yuba City & County/Sutter County CoC,CA-524,2490,"Smaller Cities, Counties, and Regional CoCs",102,0,253,68,227,67,54,0,0,0,212,0,0,0,0,0,0,0,0,120,123,7,2,2,107,44,0,0
2016,CA,El Dorado County CoC,CA-525,9817,"Smaller Cities, Counties, and Regional CoCs",89,88,199,17,283,195,20,0,0,0,240,0,0,0,0,0,0,0,0,171,178,86,16,22,164,38,2,2
2016,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,313976,"Smaller Cities, Counties, and Regional CoCs",103,103,57,38,82,49,380,7,17,38,304,10,2,1,3,3,0,2,2,202,392,37,0,4,328,252,188,176
2016,CA,Tehama County CoC,CA-527,5511,"Smaller Cities, Counties, and Regional CoCs",16,16,27,10,32,12,12,0,0,0,274,1,0,0,0,12,1,6,7,238,238,0,0,0,271,36,0,0
2016,CA,Lake County CoC,CA-529,0,"Smaller Cities, Counties, and Regional CoCs",13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,CA,"Alpine, Inyo, Mono Counties CoC",CA-530,3091,"Smaller Cities, Counties, and Regional CoCs",0,0,81,65,81,65,38,0,0,2,13,0,0,0,0,0,0,0,0,10,37,0,0,0,39,33,0,0
2016,CA,Los Angeles City & County CoC,CA-600,104971653,Major Cities,10982,6345,69,25,139,54,7698,513,860,1329,27335,5689,205,720,885,2895,338,648,914,14189,22181,12253,419,416,21858,7530,14280,13727
2016,CA,San Diego City and County CoC,CA-601,18229194,Major Cities,3891,3792,72,35,150,79,4573,674,956,1275,10573,641,39,122,143,1834,312,249,518,6050,8898,1040,314,51,10529,4571,3691,3409
2016,CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,22354847,"Smaller Cities, Counties, and Regional CoCs",1611,1152,50,17,109,44,1885,113,181,251,5305,838,91,301,365,616,163,121,253,3480,4534,3271,38,57,5224,2161,2672,2590
2016,CA,Santa Maria/Santa Barbara County CoC,CA-603,1667801,"Smaller Cities, Counties, and Regional CoCs",662,494,95,58,126,62,902,110,158,236,2372,103,0,4,4,88,28,11,37,1337,1563,403,4,0,2004,731,320,293
2016,CA,Bakersfield/Kern County CoC,CA-604,5469432,"Smaller Cities, Counties, and Regional CoCs",588,588,93,36,131,48,501,34,66,87,2431,535,23,134,151,239,32,67,87,1494,1829,70,65,4,2038,799,1725,1681
2016,CA,Long Beach CoC,CA-606,7641265,Major Cities,533,371,59,50,127,90,806,27,45,75,1185,248,11,39,47,405,56,105,153,813,1283,0,0,0,1098,607,1465,1334
2016,CA,Pasadena CoC,CA-607,3176554,"Smaller Cities, Counties, and Regional CoCs",152,146,73,66,93,72,268,19,26,32,775,117,3,10,10,91,10,14,22,558,636,43,2,16,613,110,426,413
2016,CA,Riverside City & County CoC,CA-608,9385526,"Smaller Cities, Counties, and Regional CoCs",903,863,53,21,72,32,1716,116,181,361,4634,380,29,123,147,597,147,98,230,3242,3935,2212,104,590,4288,1698,1200,1154
2016,CA,San Bernardino City & County CoC,CA-609,10339584,"Smaller Cities, Counties, and Regional CoCs",607,607,33,9,69,16,965,64,103,143,3509,559,35,96,118,1349,166,127,265,2585,5552,2290,641,309,5523,2693,1457,1414
2016,CA,"Oxnard, San Buenaventura/Ventura County CoC",CA-611,2174740,"Smaller Cities, Counties, and Regional CoCs",242,101,43,17,94,39,551,26,46,55,1163,73,5,10,15,105,33,26,59,760,922,239,62,71,1142,462,212,207
2016,CA,Glendale CoC,CA-612,2371801,"Smaller Cities, Counties, and Regional CoCs",81,81,81,68,141,90,152,13,13,14,268,63,1,1,1,44,7,2,9,127,154,593,179,0,670,200,130,110
2016,CA,Imperial County CoC,CA-613,191704,"Smaller Cities, Counties, and Regional CoCs",162,134,41,19,41,19,197,17,37,44,171,0,0,0,0,0,0,0,0,405,405,16,13,0,474,411,0,0
2016,CA,San Luis Obispo County CoC,CA-614,928536,"Smaller Cities, Counties, and Regional CoCs",172,160,117,48,138,58,168,5,10,18,1050,38,0,4,4,23,3,5,7,705,1154,17,5,8,846,150,96,86
2016,CO,Colorado Balance of State CoC,CO-500,2870432,Balance of State and Statewide CoCs,1626,807,112,80,166,114,668,86,128,168,4031,585,7,52,56,583,58,78,127,2331,2690,7,2,0,1109,655,229,225
2016,CO,Metropolitan Denver CoC,CO-503,24256915,Major Cities,4485,2827,54,9,145,38,2416,252,421,567,10171,1474,90,483,539,848,138,145,258,7698,8583,1383,29,107,8156,2078,3481,3064
2016,CO,Colorado Springs/El Paso County CoC,CO-504,2443940,Major Cities,723,676,33,15,79,25,1294,124,195,281,4526,144,15,33,47,289,60,41,89,3218,3624,345,1,0,4097,982,673,617
2016,CT,"Bridgeport, Stamford, Norwalk/Fairfield County CoC",CT-503,10192385,"Smaller Cities, Counties, and Regional CoCs",706,565,84,60,152,73,848,67,102,169,2067,441,48,159,188,194,44,53,83,1137,1350,74,18,43,1300,709,1591,1548
2016,CT,Connecticut Balance of State CoC,CT-505,34391375,Balance of State and Statewide CoCs,2196,2140,59,35,117,46,4230,468,715,994,8024,1454,85,427,472,493,110,143,228,4713,5485,167,37,45,5848,2788,4290,4179
2016,DC,District of Columbia CoC,DC-500,21198186,Major Cities,7949,7692,246,107,268,135,5273,352,597,799,18425,979,101,63,101,664,181,145,299,9144,9353,592,281,311,6969,3852,3130,3056
2016,DE,Delaware Statewide CoC,DE-500,7858054,Balance of State and Statewide CoCs,1057,701,60,43,91,49,1096,102,171,238,2357,251,11,39,47,138,17,24,37,1663,2260,117,17,43,2191,1081,608,579
2016,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,871530,"Smaller Cities, Counties, and Regional CoCs",767,640,39,16,70,24,403,45,69,98,4748,32,0,0,0,66,8,8,14,2966,3433,6,0,4,4336,1178,488,424
2016,FL,Tampa/Hillsborough County CoC,FL-501,6242867,"Smaller Cities, Counties, and Regional CoCs",1071,1018,59,30,89,46,1446,141,222,296,4703,212,15,41,54,336,41,34,71,3351,4040,375,134,24,4541,1865,1183,1069
2016,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",FL-502,4037891,"Smaller Cities, Counties, and Regional CoCs",2025,1976,58,32,73,38,2884,641,830,1040,9255,247,10,51,56,285,13,44,51,5924,6310,846,737,13,8174,2745,1166,1064
2016,FL,"Lakeland, Winterhaven/Polk County CoC",FL-503,1636029,"Smaller Cities, Counties, and Regional CoCs",664,516,39,15,74,22,573,45,73,93,2142,52,4,2,5,122,18,7,24,1742,2005,142,54,18,2237,723,204,187
2016,FL,"Daytona Beach, Daytona/Volusia, Flagler Counties CoC",FL-504,1220958,"Smaller Cities, Counties, and Regional CoCs",369,344,32,14,63,31,1017,68,99,148,1852,87,5,8,12,179,35,14,45,1437,1737,112,21,68,1651,1033,182,158
2016,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",FL-505,574187,"Smaller Cities, Counties, and Regional CoCs",193,193,38,23,47,25,227,9,17,32,476,0,0,0,0,148,13,3,15,334,454,18,4,1,594,265,55,38
2016,FL,Tallahassee/Leon County CoC,FL-506,1341171,"Smaller Cities, Counties, and Regional CoCs",618,537,63,26,73,31,313,35,55,66,3495,105,1,9,10,23,0,8,8,2286,2502,106,5,27,3092,928,456,398
2016,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",FL-507,7445861,"Smaller Cities, Counties, and Regional CoCs",1904,1711,61,29,106,52,2279,229,352,481,6559,262,6,3,8,818,173,73,237,4175,5181,1256,117,199,4817,2397,557,522
2016,FL,"Gainesville/Alachua, Putnam Counties CoC",FL-508,627897,"Smaller Cities, Counties, and Regional CoCs",318,318,39,23,64,32,654,85,134,176,1433,9,0,0,0,47,2,5,7,1214,1581,543,369,77,1561,881,749,629
2016,FL,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",FL-509,1577584,"Smaller Cities, Counties, and Regional CoCs",217,205,32,20,115,52,648,42,62,73,622,179,7,75,80,35,1,20,20,445,676,114,7,53,613,520,428,393
2016,FL,"Jacksonville-Duval, Clay Counties CoC",FL-510,4447876,Major Cities,1548,726,93,60,119,70,801,33,59,119,1969,222,11,22,30,359,136,47,169,2608,3192,301,58,134,2886,1121,650,596
2016,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",FL-511,784376,"Smaller Cities, Counties, and Regional CoCs",747,571,45,11,71,15,394,25,35,53,3291,35,0,0,0,60,8,7,13,2258,2768,781,499,81,3260,967,69,61
2016,FL,St. Johns County CoC,FL-512,133345,"Smaller Cities, Counties, and Regional CoCs",162,148,26,10,89,19,297,24,32,44,872,6,2,0,2,19,6,0,6,643,748,0,0,0,816,283,7,7
2016,FL,"Palm Bay, Melbourne/Brevard County CoC",FL-513,687401,"Smaller Cities, Counties, and Regional CoCs",785,643,41,11,218,91,571,31,56,90,1318,55,1,0,1,43,5,4,7,711,1210,148,48,30,863,665,198,192
2016,FL,Ocala/Marion County CoC,FL-514,190997,"Smaller Cities, Counties, and Regional CoCs",318,318,0,0,0,0,289,26,30,30,1029,398,0,0,0,990,0,0,0,0,0,0,0,0,1915,321,39,23
2016,FL,"Panama City/Bay, Jackson Counties CoC",FL-515,52529,"Smaller Cities, Counties, and Regional CoCs",199,156,11,4,39,7,122,14,21,27,1528,0,0,0,0,15,3,0,3,1216,1332,115,5,44,1478,365,58,58
2016,FL,"Hendry, Hardee, Highlands Counties CoC",FL-517,179216,"Smaller Cities, Counties, and Regional CoCs",289,125,65,79,81,99,14,4,5,6,91,35,3,4,7,5,2,3,5,70,70,0,0,0,57,24,35,33
2016,FL,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",FL-518,357356,"Smaller Cities, Counties, and Regional CoCs",49,49,40,25,62,29,281,72,81,92,613,3,0,0,0,10,4,1,5,545,780,0,0,0,719,500,31,25
2016,FL,Pasco County CoC,FL-519,886629,"Smaller Cities, Counties, and Regional CoCs",171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,450265,"Smaller Cities, Counties, and Regional CoCs",288,288,62,24,113,44,249,14,23,37,989,30,3,5,7,11,2,1,3,689,1023,182,28,82,1082,590,134,120
2016,FL,Miami-Dade County CoC,FL-600,29898527,Major Cities,3018,2791,108,71,137,86,3898,541,752,992,7986,1093,30,224,243,833,196,143,313,5010,6213,4826,4106,414,6671,4186,4070,3942
2016,FL,Ft Lauderdale/Broward County CoC,FL-601,10375134,"Smaller Cities, Counties, and Regional CoCs",1577,1257,71,52,108,60,1790,305,430,547,4562,549,9,33,40,235,37,43,79,2979,3368,1818,1736,70,3853,1705,943,914
2016,FL,Punta Gorda/Charlotte County CoC,FL-602,189201,"Smaller Cities, Counties, and Regional CoCs",129,129,38,25,84,31,371,28,42,55,654,34,0,0,0,14,0,4,4,518,622,45,11,27,607,550,178,163
2016,FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,1661056,"Smaller Cities, Counties, and Regional CoCs",214,189,116,47,123,52,340,48,64,96,1377,91,1,1,2,110,18,10,25,1053,1324,9,0,8,1014,594,161,149
2016,FL,Monroe County CoC,FL-604,471296,"Smaller Cities, Counties, and Regional CoCs",361,361,57,10,98,15,269,49,72,98,1867,143,11,17,18,199,83,18,99,1254,1309,698,123,41,1136,235,266,239
2016,FL,West Palm Beach/Palm Beach County CoC,FL-605,4946880,"Smaller Cities, Counties, and Regional CoCs",508,498,69,48,104,61,1624,39,94,188,1988,217,30,41,62,132,51,22,69,1350,1743,392,73,85,1630,1031,1057,990
2016,FL,Naples/Collier County CoC,FL-606,278807,"Smaller Cities, Counties, and Regional CoCs",316,12,297,418,431,432,84,7,8,8,153,98,0,72,72,3,0,2,2,11,56,131,3,128,10,5,33,30
2016,GA,Atlanta CoC,GA-500,6979344,Major Cities,3348,2215,53,29,117,53,4260,358,562,833,9695,402,21,101,116,426,112,58,165,6613,8058,1099,145,311,8586,3238,2175,1967
