year,coc_number,coc_number_and_name,pprn,estimated_ard,tier_1,bonus,dv_bonus,coc_planning
2016,NY-501,"NY-501-ELMIRA,STEUBEN,ALLEGANY,LIVINGSTON,CHEMUNG,SCHUYLER COUNTIES",1204260,1482865,,74143,,44486
2016,NY-503,NY-503-ALBANY CITY & COUNTY,2625689,4908071,,245404,,147242
2016,NY-504,NY-504-CATTARAUGUS COUNTY,306381,343254,,17163,,10298
2016,NY-505,"NY-505-SYRACUSE,ONONDAGA,OSWEGO COUNTIES",5437911,8276132,,413807,,248284
2016,NY-507,NY-507-SCHENECTADY CITY & COUNTY,1652485,3767965,,188398,,113039
2016,NY-508,"NY-508-BUFFALO,NIAGARA FALLS,ERIE,NIAGARA,ORLEANS,GENESEE,WYOMING COUNTIES",15079258,10871209,,753963,,452378
2016,NY-510,"NY-510-ITHACA,TOMPKINS COUNTY",375412,200775,,18771,,11262
2016,NY-511,"NY-511-BINGHAMTON,UNION,BROOME,OTSEGO,CHENANGO,DELAWARE,CORTLAND,TIOGA COUNTIES",2695904,1488791,,134795,,80877
2016,NY-512,"NY-512-TROY,RENSSELAER COUNTY",1434673,3119336,,155967,,93580
2016,NY-513,"NY-513-WAYNE,ONTARIO,SENECA,YATES COUNTIES",767585,291707,,38379,,23028
2016,NY-514,"NY-514-JAMESTOWN,DUNKIRK,CHAUTAUQUA COUNTY",725430,210878,,36272,,21763
2016,NY-516,NY-516-CLINTON COUNTY,260692,146329,,13035,,7821
2016,NY-518,"NY-518-UTICA,ROME,ONEIDA,MADISON COUNTIES",2363910,3019729,,150986,,90592
2016,NY-519,"NY-519-COLUMBIA,GREENE COUNTIES",362416,437789,,21889,,13134
2016,NY-520,NY-520-FRANKLIN COUNTY,337722,78804,,16886,,10132
2016,NY-522,"NY-522-JEFFERSON,LEWIS,ST.LAWRENCE COUNTIES",1010078,1230227,,61511,,36907
2016,NY-523,"NY-523-GLENS FALLS,SARATOGA SPRINGS,SARATOGA,WASHINGTON,WARREN,HAMILTON COUNTIES",942235,1534955,,76748,,46049
2016,NY-600,NY-600-NEW YORK CITY,109711721,104502264,,5485586,,1250000
2016,NY-601,"NY-601-POUGHKEEPSIE,DUTCHESS COUNTY",568964,1299245,,64962,,38977
2016,NY-602,"NY-602-NEWBURGH,MIDDLETOWN,ORANGE COUNTY",739826,2714912,,135746,,81447
2016,NY-603,"NY-603-NASSAU,SUFFOLK COUNTIES",12929849,10093402,,646492,,387895
2016,NY-604,"NY-604-YONKERS,MOUNTVERNON,WESTCHESTER COUNTY",5358389,15877082,,793854,,476312
2016,NY-606,NY-606-ROCKLAND COUNTY,1486529,686899,,74326,,44596
2016,NY-607,NY-607-SULLIVAN COUNTY,307299,394588,,19729,,11838
2016,NY-608,"NY-608-KINGSTON,ULSTER COUNTY",634101,1132736,,56637,,33982
2016,OH-500,"OH-500-CINCINNATI,HAMILTON COUNTY",9977073,16376365,,818818,,491291
2016,OH-501,"OH-501-TOLEDO,LUCAS COUNTY",5143966,4167880,,257198,,154319
2016,OH-502,"OH-502-CLEVELAND,CUYAHOGA COUNTY",19063374,26697332,,1334867,,800920
2016,OH-503,"OH-503-COLUMBUS,FRANKLIN COUNTY",5999062,11452649,,572632,,343579
2016,OH-504,"OH-504-YOUNGSTOWN,MAHONING COUNTY",2625797,1626837,,131290,,78774
2016,OH-505,"OH-505-DAYTON,KETTERING,MONTGOMERY COUNTY",5034427,8475894,,423795,,254277
2016,OH-506,"OH-506-AKRON,SUMMIT COUNTY",4630874,4498806,,231544,,138926
2016,OH-507,OH-507-OHIO BALANCE OF STATE,15308382,15304725,,765419,,459251
2016,OH-508,"OH-508-CANTON,MASSILLON,ALLIANCE,STARK COUNTY",2331675,2606681,,130334,,78200
2016,OK-500,OK-500-NORTH CENTRAL OKLAHOMA,573824,316541,,28691,,17215
2016,OK-501,OK-501-TULSA CITY & COUNTY,2588720,2712652,,135633,,81380
2016,OK-502,OK-502-OKLAHOMA CITY,3132009,3507094,,175355,,105213
2016,OK-503,OK-503-OKLAHOMA BALANCE OF STATE,997457,589828,,49873,,29924
2016,OK-504,"OK-504-NORMAN,CLEVELAND COUNTY",325950,400502,,20025,,12015
2016,OK-505,OK-505-NORTHEAST OKLAHOMA,715011,343114,,35751,,21450
2016,OK-506,OK-506-SOUTHWEST OKLAHOMA REGIONAL,671215,116234,,33561,,20136
2016,OK-507,OK-507-SOUTHEASTERN OKLAHOMA REGIONAL,902424,123186,,45121,,27073
2016,OR-500,"OR-500-EUGENE,SPRINGFIELD,LANE COUNTY",675071,3279456,,163973,,98384
2016,OR-501,"OR-501-PORTLAND,GRESHAM,MULTNOMAH COUNTY",5968903,18659034,,932952,,559771
2016,OR-502,"OR-502-MEDFORD,ASHLAND,JACKSON COUNTY",408071,271902,,20404,,12242
2016,OR-503,OR-503-CENTRAL OREGON,341353,553505,,27675,,16605
2016,OR-505,OR-505-OREGON BALANCE OF STATE,3184282,2987686,,159214,,95528
2016,OR-506,"OR-506-HILLSBORO,BEAVERTON,WASHINGTON COUNTY",1657097,2937427,,146871,,88123
2016,OR-507,OR-507-CLACKAMAS COUNTY,1448959,2036506,,101825,,61095
2016,PA-500,PA-500-PHILADELPHIA,28301261,32631711,,1631586,,978951
2016,PA-501,"PA-501-HARRISBURG,DAUPHIN COUNTY",1695973,1597865,,84799,,50879
2016,PA-502,"PA-502-UPPER DARBY,CHESTER,HAVERFORD,DELAWARE COUNTY",3920827,4991996,,249600,,149760
2016,PA-503,"PA-503-WILKES-BARRE,HAZLETON,LUZERNE COUNTY",4020448,3880107,,201022,,120613
2016,PA-504,"PA-504-LOWER MERION,NORRISTOWN,ABINGTON,MONTGOMERY COUNTY",2782130,2886837,,144342,,86605
2016,PA-505,PA-505-CHESTER COUNTY,1646718,1623354,,82336,,49402
2016,PA-506,"PA-506-READING,BERKS COUNTY",3268465,2768821,,163423,,98054
2016,PA-508,"PA-508-SCRANTON,LACKAWANNA COUNTY",2217163,2510806,,125540,,75324
2016,PA-509,PA-509-EASTERN PENNSYLVANIA,10933686,10514395,,546684,,328011
2016,PA-510,PA-510-LANCASTER CITY & COUNTY,3037863,2198848,,151893,,91136
2016,PA-511,"PA-511-BRISTOL,BENSALEM,BUCKS COUNTY",1439215,1118627,,71961,,43176
2016,PA-512,PA-512-YORK CITY & COUNTY,1763379,1135337,,88169,,52901
2016,PA-600,"PA-600-PITTSBURGH,MCKEESPORT,PENNHILLS,ALLEGHENY COUNTY",18764729,16994468,,938236,,562942
2016,PA-601,PA-601-WESTERN PENNSYLVANIA,8269245,8613384,,430669,,258402
2016,PA-603,PA-603-BEAVER COUNTY,2108132,1475518,,105407,,63244
2016,PA-605,PA-605-ERIE CITY & COUNTY,2379194,2128578,,118960,,71376
2016,PR-502,PR-502-PUERTO RICO BALANCE OFCOMMONWEALTH,13299368,12952707,,664968,,398981
2016,PR-503,PR-503-SOUTH-SOUTHEAST PUERTO RICO,12736672,5503674,,636834,,382100
2016,RI-500,RI-500-RHODE ISLAND STATEWIDE,7685538,5592243,,384277,,230566
2016,SC-500,"SC-500-CHARLESTON,LOW COUNTRY",2288931,1650928,,114447,,68668
2016,SC-501,"SC-501-GREENVILLE,ANDERSON,SPARTANBURG, UPSTATE",4086439,3176844,,204322,,122593
2016,SC-502,"SC-502-COLUMBIA,MIDLANDS",2551899,2719956,,135998,,81599
2016,SC-503,"SC-503-MYRTLE BEACH,SUMTER CITY & COUNTY",3029063,1758130,,151453,,90872
2016,SD-500,SD-500-SOUTH DAKOTA STATEWIDE,1702884,1196008,,85144,,51087
2016,TN-500,"TN-500-CHATTANOOGA,SOUTHEASTTENNESSEE",2109625,2577519,,128876,,77326
2016,TN-501,"TN-501-MEMPHIS,SHELBY COUNTY",4811744,6511602,,325580,,195348
2016,TN-502,"TN-502-KNOXVILLE,KNOX COUNTY",1246167,1401099,,70055,,42033
2016,TN-503,TN-503-CENTRAL TENNESSEE,1788364,1763533,,89418,,53651
2016,TN-504,TN-504-NASHVILLE-DAVIDSON COUNTY,3352887,3253583,,167644,,100587
2016,TN-506,TN-506-UPPER CUMBERLAND,1028021,749772,,51401,,30841
2016,TN-507,"TN-507-JACKSON,WEST TENNESSEE",1348077,1467666,,73383,,44030
2016,TN-509,TN-509-APPALACHIAN REGIONAL,1049291,1484305,,74215,,44529
2016,TN-510,"TN-510-MURFREESBORO,RUTHERFORD COUNTY",430098,554745,,27737,,16642
2016,TN-512,"TN-512-MORRISTOWN,BLOUNT,SEVIER,CAMPBELL,COCKE COUNTIES",1225816,481136,,61291,,36774
2016,TX-500,"TX-500-SAN ANTONIO,BEXAR COUNTY",9957968,8054854,,497898,,298739
2016,TX-503,"TX-503-AUSTIN,TRAVIS COUNTY",5483730,5521027,,276051,,165631
2016,TX-600,"TX-600-DALLAS CITY & COUNTY,IRVING",15765226,16122196,,806110,,483666
2016,TX-601,"TX-601-FORT WORTH,ARLINGTON,TARRANT COUNTY",8958134,11091231,,554562,,332737
2016,TX-603,TX-603-EL PASO CITY & COUNTY,5087405,2611296,,254370,,152622
2016,TX-604,"TX-604-WACO,MCLENNAN COUNTY",1466678,936535,,73334,,44000
2016,TX-607,TX-607-TEXAS BALANCE OF STATE,36406860,4477481,,1820343,,1092206
2016,TX-611,TX-611-AMARILLO,1034990,690955,,51750,,31050
2016,TX-624,"TX-624-WICHITA FALLS,WISE,PALO PINTO,WICHITA,ARCHER COUNTIES",942161,324611,,47108,,28265
2016,TX-700,"TX-700-HOUSTON,PASADENA,HARRIS,FORTBEND COUNTIES",29700065,31431551,,1571578,,942947
2016,TX-701,"TX-701-BRYAN,COLLEGE STATION,BRAZOSVALLEY",810955,310636,,40548,,24329
2016,UT-500,UT-500-SALT LAKE CITY & COUNTY,4715741,6983748,,349187,,209512
2016,UT-503,UT-503-UTAH BALANCE OF STATE,1998649,1797314,,99932,,59959
2016,UT-504,"UT-504-PROVO,MOUNTAINLAND",1551552,890014,,77578,,46547
2016,VA-500,"VA-500-RICHMOND,HENRICO,CHESTERFIELD,HANOVER COUNTIES",4621817,4157665,,231091,,138655
2016,VA-501,"VA-501-NORFOLK,CHESAPEAKE,SUFFOLK,ISLEOF WRIGHT,SOUTHAMPTON COUNTIES",3286679,3789988,,189499,,113700
2016,VA-502,"VA-502-ROANOKE CITY & COUNTY,SALEM",1350014,815912,,67501,,40500
2016,VA-503,VA-503-VIRGINIA BEACH,1260315,1363211,,68161,,40896
2016,VA-504,VA-504-CHARLOTTESVILLE,326047,363888,,18194,,10917
2016,VA-505,"VA-505-NEWPORT NEWS,HAMPTON,VIRGINIAPENINSULA",1288446,1958462,,97923,,58754
2016,VA-507,VA-507-PORTSMOUTH,1005888,1169791,,58490,,35094
2016,VA-508,VA-508-LYNCHBURG,425120,327057,,21256,,12754
2016,VA-513,"VA-513-HARRISONBURG,WINCHESTER,WESTERN VIRGINIA",635505,368052,,31775,,19065
2016,VA-514,"VA-514-FREDERICKSBURG,SPOTSYLVANIA,STAFFORD COUNTIES",350056,263229,,17503,,10502
2016,VA-521,VA-521-VIRGINIA BALANCE OF STATE,3318350,712754,,165918,,99551
2016,VA-600,VA-600-ARLINGTON COUNTY,821757,2406677,,120334,,72200
2016,VA-601,VA-601-FAIRFAX COUNTY,3532690,8291071,,414554,,248732
2016,VA-602,VA-602-LOUDOUN COUNTY,289036,167720,,14452,,8671
2016,VA-603,VA-603-ALEXANDRIA,198224,784657,,39233,,23540
2016,VA-604,VA-604-PRINCE WILLIAM COUNTY,1539537,527157,,76977,,46186
2016,VI-500,VI-500-VIRGIN ISLANDS,853915,115754,,42696,,25617
2016,VT-500,VT-500-VERMONT BALANCE OF STATE,1459780,3178168,,158908,,95345
2016,VT-501,"VT-501-BURLINGTON,CHITTENDEN COUNTY",426977,1007110,,50356,,30213
2016,WA-500,"WA-500-SEATTLE,KING COUNTY",10227460,33453479,,1672674,,1003604
2016,WA-501,WA-501-WASHINGTON BALANCE OF STATE,4186034,6049089,,302454,,181473
2016,WA-502,WA-502-SPOKANE CITY & COUNTY,2534640,3718054,,185903,,111542
2016,WA-503,"WA-503-TACOMA,LAKEWOOD,PIERCE COUNTY",3558716,3349070,,177936,,106761
2016,WA-504,"WA-504-EVERETT,SNOHOMISH COUNTY",2225046,7638851,,381943,,229166
2016,WA-507,WA-507-YAKIMA CITY & COUNTY,641918,576063,,32096,,19258
2016,WA-508,"WA-508-VANCOUVER,CLARK COUNTY",689879,1566909,,78345,,47007
2016,WI-500,WI-500-WISCONSIN BALANCE OF STATE,8852861,8521973,,442643,,265586
2016,WI-501,WI-501-MILWAUKEE CITY & COUNTY,11652511,10080579,,582626,,349575
2016,WI-502,WI-502-RACINE CITY & COUNTY,1433406,896491,,71670,,43002
2016,WI-503,"WI-503-MADISON,DANE COUNTY",1474976,3150439,,157522,,94513
2016,WV-500,"WV-500-WHEELING,WEIRTON AREA",631896,394225,,31595,,18957
2016,WV-501,"WV-501-HUNTINGTON,CABELL,WAYNE COUNTIES",1273741,2071800,,103590,,62154
2016,WV-503,"WV-503-CHARLESTON,KANAWHA,PUTNAM,BOONE,CLAY COUNTIES",1338363,1183794,,66918,,40151
2016,WV-508,WV-508-WEST VIRGINIA BALANCE OF STATE,3068972,3905253,,195263,,117158
2016,WY-500,WY-500-WYOMING STATEWIDE,923637,273566,,46182,,27709
2015,AK-500,AK-500-ANCHORAGE,1138309,2824705,,423706,,84741
2015,AK-501,AK-501-ALASKA BALANCE OF STATE,602107,807072,,121061,,24212
2015,AL-500,"AL-500-BIRMINGHAM,JEFFERSON,ST.CLAIR,SHELBY COUNTIES",5389558,8319846,,1247977,,249595
2015,AL-501,"AL-501-MOBILE CITY & COUNTY,BALDWIN COUNTY",2837441,3837513,,575627,,115125
2015,AL-502,"AL-502-FLORENCE,NORTHWEST ALABAMA",508761,570662,,85599,,17120
2015,AL-503,"AL-503-HUNTSVILLE,NORTH ALABAMA",794884,843450,,126518,,25304
2015,AL-504,AL-504-MONTGOMERY CITY & COUNTY,1384157,2259796,,338969,,67794
2015,AL-505,"AL-505-GADSDEN,NORTHEAST ALABAMA",857862,0,,128679,,25736
2015,AL-506,AL-506-TUSCALOOSA CITY & COUNTY,358529,248367,,53779,,10756
2015,AL-507,AL-507-ALABAMA BALANCE OF STATE,3312798,522843,,496920,,99384
2015,AR-500,"AR-500-LITTLE ROCK,CENTRAL ARKANSAS",1540571,4016037,,602406,,120481
2015,AR-501,"AR-501-FAYETTEVILLE,NORTHWEST ARKANSAS",905684,458463,,135853,,27171
2015,AR-503,AR-503-ARKANSAS BALANCE OF STATE,1760965,443043,,264145,,52829
2015,AR-504,AR-504-DELTA HILLS,804715,0,,120707,,24141
2015,AR-505,AR-505-SOUTHEAST ARKANSAS,737952,340591,,110693,,22139
2015,AR-508,AR-508-FORT SMITH,556694,0,,83504,,16701
2015,AZ-500,AZ-500-ARIZONA BALANCE OF STATE,2793480,4216369,,632455,,126491
2015,AZ-501,"AZ-501-TUCSON,PIMA COUNTY",5124218,8526226,,1278934,,255787
2015,AZ-502,"AZ-502-PHOENIX,MESA,MARICOPA COUNTY",16700039,26196615,,3929492,,785898
2015,CA-500,"CA-500-SAN JOSE,SANTA CLARA CITY & COUNTY",7434871,17285459,,2592819,,518564
2015,CA-501,CA-501-SAN FRANCISCO,11192223,26911013,,4036652,,807330
2015,CA-502,"CA-502-OAKLAND,BERKELEY,ALAMEDA COUNTY",8993579,27273402,,4091010,,818202
2015,CA-503,CA-503-SACRAMENTO CITY & COUNTY,6592397,18635759,,2795364,,559073
2015,CA-504,"CA-504-SANTA ROSA,PETALUMA,SONOMA COUNTY",1497240,2936645,,440497,,88099
2015,CA-505,"CA-505-RICHMOND,CONTRA COSTA COUNTY",2892055,10651296,,1597694,,319539
2015,CA-506,"CA-506-SALINAS,MONTEREY,SAN BENITO COUNTIES",1826918,2166656,,324998,,65000
2015,CA-507,CA-507-MARIN COUNTY,319504,2846608,,426991,,85398
2015,CA-508,"CA-508-WATSONVILLE,SANTA CRUZ CITY & COUNTY",700357,2251625,,337744,,67549
2015,CA-509,CA-509-MENDOCINO COUNTY,274792,2140714,,321107,,64221
2015,CA-510,"CA-510-TURLOCK,MODESTO,STANISLAUS COUNTY",2842597,3473094,,520964,,104193
2015,CA-511,"CA-511-STOCKTON,SAN JOAQUIN COUNTY",4009898,4863668,,729550,,145910
2015,CA-512,"CA-512-DALY CITY,SAN MATEO COUNTY",2295738,7485269,,1122790,,224558
2015,CA-513,"CA-513-VISALIA,KINGS,TULARE COUNTIES",1857351,1742120,,278603,,55721
2015,CA-514,"CA-514-FRESNO CITY & COUNTY,MADERA COUNTY",6943028,7585251,,1137788,,227558
2015,CA-515,"CA-515-ROSEVILLE,ROCKLIN,PLACER,NEVADA COUNTIES",710952,1217665,,182650,,36530
2015,CA-516,"CA-516-REDDING,SHASTA COUNTY",898512,373349,,134777,,26955
2015,CA-517,CA-517-NAPA CITY & COUNTY,300586,602121,,90318,,18064
2015,CA-518,"CA-518-VALLEJO,SOLANO COUNTY",708375,1053051,,157958,,31592
2015,CA-519,"CA-519-CHICO,PARADISE,BUTTE COUNTY",524500,578630,,86795,,17359
2015,CA-520,CA-520-MERCED CITY & COUNTY,792110,657612,,118817,,23763
2015,CA-521,"CA-521-DAVIS,WOODLAND,YOLO COUNTY",466004,525070,,78761,,15752
2015,CA-522,CA-522-HUMBOLDT COUNTY,495010,724199,,108630,,21726
2015,CA-523,"CA-523-COLUSA,GLENN,TRINITY COUNTIES",212707,0,,31906,,6381
2015,CA-524,"CA-524-YUBA CITY,SUTTER COUNTY",437815,0,,65672,,13134
2015,CA-525,CA-525-EL DORADO COUNTY,295925,12419,,44389,,8878
2015,CA-526,"CA-526-TUOLUMNE,AMADOR,CALAVERAS,MARIPOSA COUNTIES",393786,310199,,59068,,11814
2015,CA-527,CA-527-TEHAMA COUNTY,187647,0,,28147,,5629
2015,CA-529,CA-529-LAKE COUNTY,179563,0,,26934,,5387
2015,CA-600,CA-600-LOS ANGELES CITY & COUNTY,60330374,94569949,,14185492,,1250000
2015,CA-601,CA-601-SAN DIEGO CITY AND COUNTY,13323963,16534996,,2480249,,496050
2015,CA-602,"CA-602-SANTA ANA,ANAHEIM,ORANGE COUNTY",12787010,19536499,,2930475,,586095
2015,CA-603,"CA-603-SANTA MARIA,SANTA BARBARA COUNTY",1577428,1482184,,236614,,47323
2015,CA-604,"CA-604-BAKERSFIELD,KERN COUNTY",5443552,4219801,,816533,,163307
2015,CA-606,CA-606-LONG BEACH,3844171,7083724,,1062559,,212512
2015,CA-607,CA-607-PASADENA,1208492,2940442,,441066,,88213
2015,CA-608,CA-608-RIVERSIDE CITY & COUNTY,9592139,9753569,,1463035,,292607
2015,CA-609,CA-609-SAN BERNARDINO CITY & COUNTY,10189052,7415245,,1528358,,305672
2015,CA-611,"CA-611-OXNARD,SAN BUENAVENTURA,VENTURA COUNTY",3014914,1859792,,452237,,90447
2015,CA-612,CA-612-GLENDALE,1176511,2367960,,355194,,71039
2015,CA-613,CA-613-IMPERIAL COUNTY,535945,205945,,80392,,16078
2015,CA-614,CA-614-SAN LUIS OBISPO COUNTY,1095607,1061562,,164341,,32868
2015,CA-615,"CA-615-ALPINE,INYO,MONO COUNTIES",95403,0,,14310,,2862
2015,CO-500,CO-500-COLORADO BALANCE OF STATE,2895989,3207632,,481145,,96229
2015,CO-503,CO-503-METROPOLITAN DENVER,9457620,21211885,,3181783,,636357
2015,CO-504,"CO-504-COLORADO SPRINGS,EL PASO COUNTY",1955392,2206284,,330943,,66189
2015,CT-502,CT-502-HARTFORD,2333844,5997100,,899565,,179913
2015,CT-503,"CT-503-BRIDGEPORT,STAMFORD,NORWALK,FAIRFIELD COUNTY",3119009,9118835,,1367825,,273565
2015,CT-505,CT-505-CONNECTICUT BALANCE OF STATE,9095871,23810559,,3571584,,714317
2015,DC-500,DC-500-DISTRICT OF COLUMBIA,9403698,21213697,,3182055,,636411
2015,DE-500,DE-500-DELAWARE STATEWIDE,3475955,6665403,,999810,,199962
2015,FL-500,"FL-500-SARASOTA,BRADENTON,MANATEE,SARASOTA COUNTIES",2320545,773639,,348082,,69616
2015,FL-501,"FL-501-TAMPA,HILLSBOROUGH COUNTY",5567839,6167246,,925087,,185017
2015,FL-502,"FL-502-ST.PETERSBURG,CLEARWATER,LARGO,PINELLAS COUNTY",2991505,3865749,,579862,,115972
2015,FL-503,"FL-503-LAKELAND,WINTERHAVEN,POLK COUNTY",2258430,1587976,,457506,,91501
2015,FL-504,"FL-504-DAYTONA BEACH,DAYTONA,VOLUSIA,FLAGLER COUNTIES",1604151,1031012,,240623,,48125
2015,FL-505,"FL-505-FORT WALTON BEACH,OKALOOSA,WALTON COUNTIES",410777,621146,,93172,,18634
2015,FL-506,"FL-506-TALLAHASSEE,LEON COUNTY",1823393,1356348,,273509,,54702
2015,FL-507,"FL-507-ORLANDO,ORANGE,OSCEOLA,SEMINOLE COUNTIES",6491886,7198175,,1079726,,215945
2015,FL-508,"FL-508-GAINESVILLE,ALACHUA,PUTNAM COUNTIES",961947,665244,,144292,,28858
2015,FL-509,"FL-509-FORT PIERCE,ST.LUCIE,INDIAN RIVER,MARTIN COUNTIES",907943,1448921,,217338,,43468
2015,FL-510,"FL-510-JACKSONVILLE-DUVAL,CLAY COUNTIES",4160406,4526804,,679021,,135804
2015,FL-511,"FL-511-PENSACOLA,ESCAMBIA,SANTA ROSA COUNTIES",1507850,929354,,226178,,45236
2015,FL-512,FL-512-ST.JOHNS COUNTY,333960,152400,,50094,,10019
2015,FL-513,"FL-513-PALM BAY,MELBOURNE,BREVARD COUNTY",660742,817332,,122600,,24520
2015,FL-514,"FL-514-OCALA,MARION COUNTY",1295399,241997,,194310,,38862
2015,FL-515,"FL-515-PANAMA CITY,BAY,JACKSON COUNTIES",642993,41402,,96449,,19290
2015,FL-517,"FL-517-HENDRY,HARDEE,HIGHLANDS COUNTIES",699588,197395,,104938,,20988
2015,FL-518,"FL-518-COLUMBIA,HAMILTON,LAFAYETTE,SUWANNEE COUNTIES",335226,275203,,50284,,10057
2015,FL-519,FL-519-PASCO COUNTY,1766436,758924,,264965,,52993
2015,FL-520,"FL-520-CITRUS,HERNANDO,LAKE,SUMTER COUNTIES",879947,370361,,131992,,26398
2015,FL-600,FL-600-MIAMI-DADE COUNTY,13138468,32115472,,4817321,,963464
2015,FL-601,"FL-601-FT LAUDERDALE,BROWARD COUNTY",4520464,10132430,,1519865,,303973
2015,FL-602,"FL-602-PUNTA GORDA,CHARLOTTE COUNTY",216903,215289,,32535,,6507
2015,FL-603,"FL-603-FT MYERS,CAPE CORAL,LEE COUNTY",2058516,2061821,,309273,,61855
2015,FL-604,FL-604-MONROE COUNTY,291885,528063,,79209,,15842
2015,FL-605,"FL-605-WEST PALM BEACH,PALM BEACH COUNTY",4605398,5391742,,808761,,161752
2015,FL-606,"FL-606-NAPLES,COLLIER COUNTY",1403066,297296,,210460,,42092
2015,GA-500,GA-500-ATLANTA,4618585,6874945,,1031242,,206248
2015,GA-501,GA-501-GEORGIA BALANCE OF STATE,15655848,15602960,,2348377,,469675
2015,GA-502,GA-502-FULTON COUNTY,1439316,2773381,,416007,,83201
2015,GA-503,GA-503-ATHENS-CLARKE COUNTY,316042,689244,,103387,,20677
2015,GA-504,GA-504-AUGUSTA-RICHMOND COUNTY,1146459,709617,,171969,,34394
2015,GA-505,"GA-505-COLUMBUS-MUSCOGEE,RUSSELL COUNTY",1016818,1274573,,191186,,38237
2015,GA-506,"GA-506-MARIETTA,COBB COUNTY",2267992,2057749,,340199,,68040
2015,GA-507,"GA-507-SAVANNAH,CHATHAM COUNTY",1582329,4007707,,601156,,120231
2015,GA-508,GA-508-DEKALB COUNTY,3113356,3821213,,573182,,114636
2015,GU-500,GU-500-GUAM,1236101,1346148,,201922,,40384
2015,HI-500,HI-500-HAWAII BALANCE OF STATE,1237030,1932112,,289817,,57963
2015,HI-501,HI-501-HONOLULU CITY AND COUNTY,5110994,9886729,,1483009,,296602
2015,IA-500,"IA-500-SIOUX CITY,DAKOTA,WOODBURY COUNTIES",1139877,871142,,170982,,34196
2015,IA-501,IA-501-IOWA BALANCE OF STATE,6931246,4762896,,1039687,,207937
2015,IA-502,"IA-502-DES MOINES,POLK COUNTY",2672222,2935891,,440384,,88077
2015,ID-500,"ID-500-BOISE,ADA COUNTY",530996,953216,,142982,,28596
2015,ID-501,ID-501-IDAHO BALANCE OF STATE,2299335,3081462,,462219,,92444
2015,IL-500,IL-500-MCHENRY COUNTY,332622,909988,,136498,,27300
2015,IL-501,"IL-501-ROCKFORD,WINNEBAGO,BOONE COUNTIES",1770581,1606011,,265587,,53117
2015,IL-502,"IL-502-WAUKEGAN,NORTH CHICAGO,LAKE COUNTY",1911895,2289184,,343378,,68676
2015,IL-503,"IL-503-CHAMPAIGN,URBANA,RANTOUL,CHAMPAIGN COUNTY",456502,843875,,126581,,25316
2015,IL-504,IL-504-MADISON COUNTY,1154915,2057290,,308594,,61719
2015,IL-506,"IL-506-JOLIET,BOLINGBROOK,WILL COUNTY",1572851,3432952,,514943,,102989
2015,IL-507,"IL-507-PEORIA,PEKIN,FULTON,TAZEWELL,PEORIA,WOODFORD COUNTIES",1588504,1653476,,248021,,49604
2015,IL-508,"IL-508-EAST ST.LOUIS,BELLEVILLE,ST.CLAIR COUNTY",1947622,3169354,,475403,,95081
2015,IL-509,IL-509-DEKALB CITY & COUNTY,231875,615714,,92357,,18471
2015,IL-510,IL-510-CHICAGO,49012705,60458806,,9068821,,1250000
2015,IL-511,IL-511-COOK COUNTY,9738053,11564751,,1734713,,346943
2015,IL-512,"IL-512-BLOOMINGTON,CENTRAL ILLINOIS",1306414,1237608,,195962,,39192
2015,IL-513,"IL-513-SPRINGFIELD,SANGAMON COUNTY",399925,507123,,76068,,15214
2015,IL-514,IL-514-DUPAGE COUNTY,2308455,4109258,,616389,,123278
2015,IL-515,IL-515-SOUTH CENTRAL ILLINOIS,975948,1024988,,153748,,30750
2015,IL-516,"IL-516-DECATUR,MACON COUNTY",350861,900738,,135111,,27022
2015,IL-517,"IL-517-AURORA,ELGIN,KANE COUNTY",830067,1512966,,226945,,45389
2015,IL-518,"IL-518-ROCK ISLAND,MOLINE,NORTHWESTERN ILLINOIS",1855022,974443,,278253,,55651
2015,IL-519,IL-519-WEST CENTRAL ILLINOIS,582494,631767,,94765,,18953
2015,IL-520,IL-520-SOUTHERN ILLINOIS,1459523,1034925,,218928,,43786
2015,IN-500,"IN-500-SOUTH BEND,MISHAWAKA,ST.JOSEPH COUNTY",1850543,1652598,,277581,,55516
2015,IN-502,IN-502-INDIANA BALANCE OF STATE,16878850,11477369,,2531828,,506366
2015,IN-503,IN-503-INDIANAPOLIS,5796989,4925972,,869548,,173910
2015,KS-501,"KS-501-KANSAS CITY,WYANDOTTE COUNTY",1403885,1541494,,231224,,46245
2015,KS-502,"KS-502-WICHITA,SEDGWICK COUNTY",1982088,2407083,,361062,,72212
2015,KS-503,"KS-503-TOPEKA,SHAWNEE COUNTY",1166076,1808086,,271213,,54243
2015,KS-505,"KS-505-OVERLAND PARK,SHAWNEE,JOHNSON COUNTY",529230,587357,,88104,,17621
2015,KS-507,KS-507-KANSAS BALANCE OF STATE,3598519,2820840,,539778,,107956
2015,KY-500,KY-500-KENTUCKY BALANCE OF STATE,7352208,8222231,,1233335,,246667
2015,KY-501,KY-501-LOUISVILLE-JEFFERSON COUNTY,7001350,9073921,,1361088,,272218
2015,KY-502,KY-502-LEXINGTON-FAYETTE COUNTY,1376008,1523798,,228570,,45714
2015,LA-500,"LA-500-LAFAYETTE,ACADIANA REGIONAL",2044293,2735010,,410252,,82050
